Website URL,Cookie Names,Domain,Host,Purpose,Description,Cookie URL,Is Secure,Is HTTP only?,Path
https://cookiepedia.co.uk/host/active-agent.com,googleUserId,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/googleUserId,No,No,/ 
https://cookiepedia.co.uk/host/active-agent.com,userid,Unknown,Unknown,Unknown,user,https://cookiepedia.co.uk/cookies/userid,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,auid,Unknown,Unknown,Targeting/Advertising,This cookie is used to hold the advertising ID of a user on a mobile device. It is used for tracking user actions.,https://cookiepedia.co.uk/cookies/auid,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,aum,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/aum,Yes,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,awxxxx,Unknown,Unknown,Targeting/Advertising,Used to attribute commission to affiliates when you arrive at the website from an affiliate referral link. It is set when you click on one of our links and used to let the advertiser and us know the website from which you came.,https://cookiepedia.co.uk/cookies/awxxxx,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,axuid,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/axuid,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,banner-14,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/banner-14,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,banner-15,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/banner-15,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,banner-2001,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/banner-2001,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,banner-4,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/banner-4,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-10,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-10,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-113,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-113,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-15,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-15,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-18,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-18,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-19,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-19,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-23,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-23,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-29,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-29,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-33,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-33,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-4,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-4,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-42,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-42,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-49,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-49,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-5,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-5,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-55,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-55,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-57,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-57,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-6,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-6,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-60,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-60,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-8,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-8,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-84,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-84,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-90,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-90,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-banner-92,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-banner-92,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1007,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1007,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1053,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1053,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1054,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1054,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1056,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1056,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-106,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-106,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1073,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1073,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1081,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1081,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1083,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1083,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1087,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1087,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1089,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1089,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1114,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1114,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1124,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1124,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-113,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-113,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1130,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1130,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1141,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1141,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1176,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1176,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1177,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1177,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1179,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1179,No,No,/ 
https://cookiepedia.co.uk/host/acuityplatform.com,BEX-bv-1182,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/BEX-bv-1182,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,adre,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/adre,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cd,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cd,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv10107394,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv10107394,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv10427928,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv10427928,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv10478647,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv10478647,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv10563073,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv10563073,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv10742801,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv10742801,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv10784167,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv10784167,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv10862735,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv10862735,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11095701,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11095701,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11169192,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11169192,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11181099,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11181099,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11196494,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11196494,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11203335,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11203335,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11203384,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11203384,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11280431,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11280431,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11395448,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11395448,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv11724509,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv11724509,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv12159380,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv12159380,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv13428620,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv13428620,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv13479941,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv13479941,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv14207782,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv14207782,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv14388795,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv14388795,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv14905571,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv14905571,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv153011,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv153011,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv16298146,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv16298146,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv1899939,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv1899939,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv603752,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv603752,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv603754,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv603754,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv767586,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv767586,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cv9689675,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cv9689675,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cvb1056,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cvb1056,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cvb1449,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cvb1449,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cvb186,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cvb186,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cvb2976,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cvb2976,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cvb3134,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cvb3134,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,cvp,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/cvp,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,i,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/i,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,ir,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/ir,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,lvi,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/lvi,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,nC42318,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/nC42318,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,p_1489,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/p_1489,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,p_1634,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/p_1634,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,p_3580,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/p_3580,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,p_7753,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/p_7753,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,p_7990,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/p_7990,No,No,/ 
https://cookiepedia.co.uk/host/ad6media.fr,p_8013,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/p_8013,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,__utma,https://www.google.com/,Google Analytics service,Targeting/Advertising,This is one of the four main cookies set by the Google Analytics service which enables website owners to track visitor behaviour and measure site performance. This cookie lasts for 2 years by default and distinguishes between users and sessions. It it used to calculate new and returning visitor statistics. The cookie is updated every time data is sent to Google Analytics. The lifespan of the cookie can be customised by website owners.,https://cookiepedia.co.uk/cookies/__utma,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,__utmz,https://www.google.com/,Google Analytics service,Targeting/Advertising,This is one of the four main cookies set by the Google Analytics service which enables website owners to track visitor behaviour measure of site performance. This cookie identifies the source of traffic to the site - so Google Analytics can tell site owners where visitors came from when arriving on the site. The cookie has a life span of 6 months and is updated every time data is sent to Google Analytics.,https://cookiepedia.co.uk/cookies/__utmz,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,adaptv_default_view_session_ads_sent,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/adaptv_default_view_session_ads_sent,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,adaptv_page_url,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/adaptv_page_url,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,adaptv_unique_user_cookie,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/adaptv_unique_user_cookie,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,adsrcvw1,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/adsrcvw1,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,APID,Unknown,Unknown,Targeting/Advertising,This cookie carries out information about how the end user uses the website and any advertising that the end user may have seen before visiting the said website.,https://cookiepedia.co.uk/cookies/APID,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,asptvw1,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/asptvw1,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,audienceData,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/audienceData,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,audienceData0,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/audienceData0,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,creativeViews,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/creativeViews,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,exelateUserSync,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/exelateUserSync,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,guuid,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/guuid,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,marketTransaction,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/marketTransaction,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,migrated,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/migrated,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,msUserSync,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/msUserSync,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,optout,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/optout,No,No,/ 
https://cookiepedia.co.uk/host/adap.tv,redundant_unique_user_cookie,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/redundant_unique_user_cookie,No,No,/ 
